notes_total,notes_played,rests,measures,chord_notes,pitch_span,pitch_std,avg_duration,notes_per_measure,chord_ratio,avg_chord_cluster_size,rest_ratio,unique_pitch_count,notes_per_pitch_class,notes_per_measure_per_pitch_class,span_per_unique_pitch,avg_pitch_interval,max_pitch_interval,large_leap_ratio,tempo_mean,notes_per_second_proxy,notes_per_second_per_pitch_class,duration_std,duration_cv_proxy,tempo_duration_interaction,rhythmic_variety,accidental_ratio,key_signature_complexity,time_signature_changes,piece_id,work,book,book_code,composer,henle_difficulty,difficulty_label
66.0,60.0,6.0,26.0,0.0,33.0,9.29492095477716,1.5757575757575757,2.3076923076923075,0.0,1.0,0.09090909090909091,20.0,3.0,0.11538461538461538,1.65,2.0508474576271185,12.0,0.05084745762711865,0.0,0.0,0.0,0.6527472493496369,0.2534195203357414,0.0,3.0,0.06666666666666667,0.0,0.0,15,Village Song,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
104.0,100.0,4.0,44.0,0.0,29.0,9.123919114064964,1.6923076923076923,2.272727272727273,0.0,1.0,0.038461538461538464,15.0,6.666666666666667,0.15151515151515152,1.9333333333333333,1.9090909090909092,10.0,0.020202020202020204,0.0,0.0,0.0,0.7477777728932147,0.27774602993176545,0.0,3.0,0.0,0.0,0.0,16,Parallel Motion and Change of Position,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
78.0,70.0,8.0,32.0,0.0,32.0,9.507773404012152,1.2307692307692308,2.1875,0.0,1.0,0.10256410256410256,19.0,3.6842105263157894,0.11513157894736842,1.6842105263157894,2.0579710144927534,12.0,0.057971014492753624,0.0,0.0,0.0,0.4783271309276315,0.21442250696755896,0.0,3.0,0.1,0.0,0.0,17,Contrary Motion (1),"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
48.0,48.0,0.0,20.0,0.0,19.0,6.450129197672452,1.6666666666666667,2.4,0.0,1.0,0.0,10.0,4.8,0.24,1.9,2.5319148936170213,5.0,0.0,0.0,0.0,0.0,0.8498365855987975,0.31868871959954903,0.0,3.0,0.0,0.0,0.0,18,"Four Unison Melodies, no. 1","Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
80.0,80.0,0.0,26.0,0.0,31.0,12.202433159005626,1.3,3.076923076923077,0.0,1.0,0.0,10.0,8.0,0.3076923076923077,3.1,2.810126582278481,22.0,0.012658227848101266,0.0,0.0,0.0,0.6,0.2608695652173913,0.0,3.0,0.0,0.0,0.0,19,"Four Unison Melodies, no. 2","Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
74.0,68.0,6.0,32.0,0.0,19.0,6.469318057150033,1.7297297297297298,2.125,0.0,1.0,0.08108108108108109,10.0,6.8,0.2125,1.9,2.626865671641791,12.0,0.04477611940298507,0.0,0.0,0.0,0.9197134879553273,0.3369247431123476,0.0,3.0,0.0,0.0,0.0,20,"Four Unison Melodies, no. 3","Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
74.0,65.0,9.0,32.0,0.0,31.0,12.172565914660128,1.2972972972972974,2.03125,0.0,1.0,0.12162162162162163,10.0,6.5,0.203125,3.1,2.375,24.0,0.015625,0.0,0.0,0.0,0.6520182746926929,0.2838197195721134,0.0,3.0,0.0,0.0,0.0,21,"Four Unison Melodies, no. 4","Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
73.0,69.0,4.0,32.0,0.0,15.0,4.411704658770721,1.7534246575342465,2.15625,0.0,1.0,0.0547945205479452,10.0,6.9,0.215625,1.5,1.7205882352941178,10.0,0.014705882352941176,0.0,0.0,0.0,0.9620301296481883,0.3493940271856605,0.0,3.0,0.0,0.0,0.0,22,Imitation and Counterpoint,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
76.0,66.0,10.0,24.0,0.0,19.0,6.300279848609814,1.263157894736842,2.75,0.0,1.0,0.13157894736842105,10.0,6.6,0.275,1.9,1.876923076923077,12.0,0.015384615384615385,0.0,0.0,0.0,0.5223535063494529,0.2308073632706885,0.0,3.0,0.0,0.0,0.0,23,Imitation and Inversion (1),"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
104.0,93.0,11.0,48.0,0.0,25.0,9.363004716678626,1.3846153846153846,1.9375,0.0,1.0,0.10576923076923077,10.0,9.3,0.19375,2.5,1.673913043478261,17.0,0.010869565217391304,0.0,0.0,0.0,0.7507392806131975,0.3148261499345667,0.0,3.0,0.3763440860215054,3.0,0.0,24,Pastorale,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
161.0,134.0,27.0,94.0,0.0,18.0,6.392051340423158,2.3354037267080745,1.425531914893617,0.0,1.0,0.16770186335403728,10.0,13.4,0.14255319148936169,1.8,1.443609022556391,12.0,0.007518796992481203,0.0,0.0,0.0,1.4443898726055546,0.43304798787615323,0.0,4.0,0.0,0.0,0.0,25,Imitation and Inversion (2),"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
83.0,78.0,5.0,32.0,0.0,24.0,8.751828962603419,1.5421686746987953,2.4375,0.0,1.0,0.060240963855421686,10.0,7.8,0.24375,2.4,1.5194805194805194,19.0,0.012987012987012988,0.0,0.0,0.0,0.6994180854795177,0.2751265454729856,0.0,4.0,0.2564102564102564,2.0,0.0,26,Repetition (2),"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
63.0,60.0,3.0,28.0,0.0,23.0,8.26310407104309,1.7777777777777777,2.142857142857143,0.0,1.0,0.047619047619047616,10.0,6.0,0.21428571428571427,2.3,1.5593220338983051,12.0,0.01694915254237288,0.0,0.0,0.0,1.030402055055078,0.3709447398198281,0.0,4.0,0.016666666666666666,0.0,0.0,27,Syncopation (2),"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
58.0,53.0,5.0,28.0,0.0,19.0,6.282367239142224,1.9310344827586208,1.8928571428571428,0.0,1.0,0.08620689655172414,10.0,5.3,0.18928571428571428,1.9,2.1346153846153846,7.0,0.038461538461538464,0.0,0.0,0.0,0.925911833248107,0.31589933134347176,0.0,4.0,0.0,0.0,0.0,28,Canon at the Octave,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
63.0,61.0,2.0,28.0,0.0,26.0,8.851517861324213,1.7777777777777777,2.1785714285714284,0.0,1.0,0.031746031746031744,10.0,6.1,0.21785714285714283,2.6,1.7333333333333334,12.0,0.016666666666666666,0.0,0.0,0.0,1.060764091847849,0.3818750730652256,0.0,3.0,0.29508196721311475,0.0,0.0,29,Imitation Reflected,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
102.0,100.0,2.0,48.0,0.0,24.0,8.78322833586831,1.8823529411764706,2.0833333333333335,0.0,1.0,0.0196078431372549,10.0,10.0,0.20833333333333334,2.4,2.5555555555555554,19.0,0.06060606060606061,0.0,0.0,0.0,1.0782531046954917,0.3740878118331298,0.0,3.0,0.0,0.0,0.0,30,Canon at the Lower Fifth,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
106.0,97.0,9.0,32.0,0.0,24.0,6.786841532169618,1.2075471698113207,3.03125,0.0,1.0,0.08490566037735849,15.0,6.466666666666667,0.20208333333333334,1.6,2.0833333333333335,12.0,0.020833333333333332,0.0,0.0,0.0,0.4701862563915891,0.21299035545943784,0.0,3.0,0.0,0.0,0.0,31,Little Dance in Canon Form,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
122.0,112.0,10.0,28.0,1.0,14.0,4.067030440892084,1.4262295081967213,4.0,0.008928571428571428,1.009009009009009,0.08196721311475409,10.0,11.2,0.4,1.4,2.6486486486486487,7.0,0.018018018018018018,0.0,0.0,0.0,0.9910917377174977,0.40849051351869836,0.0,5.0,0.008928571428571428,0.0,0.0,32,In Dorian Mode,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
137.0,121.0,16.0,30.0,0.0,21.0,6.432895617704111,1.313868613138686,4.033333333333333,0.0,1.0,0.11678832116788321,10.0,12.1,0.4033333333333333,2.1,2.9916666666666667,7.0,0.13333333333333333,0.0,0.0,0.0,0.7713087258813454,0.3333416260118118,0.0,4.0,0.12396694214876033,0.0,0.0,33,Slow Dance,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
126.0,121.0,5.0,52.0,0.0,25.0,8.99874392649482,1.6507936507936507,2.326923076923077,0.0,1.0,0.03968253968253968,10.0,12.1,0.2326923076923077,2.5,2.433333333333333,19.0,0.025,0.0,0.0,0.0,0.9285375112514074,0.3502866060409501,0.0,4.0,0.0,0.0,0.0,34,In Phrygian Mode,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
154.0,143.0,11.0,54.0,0.0,19.0,6.162954162573014,1.4025974025974026,2.6481481481481484,0.0,1.0,0.07142857142857142,10.0,14.3,0.26481481481481484,1.9,2.5211267605633805,12.0,0.056338028169014086,0.0,0.0,0.0,0.7855801109006033,0.3269711812937646,0.0,4.0,0.0,0.0,0.0,35,Chorale,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
136.0,119.0,17.0,60.0,0.0,19.0,6.487209907231429,1.2794117647058822,1.9833333333333334,0.0,1.0,0.125,12.0,9.916666666666666,0.16527777777777777,1.5833333333333333,2.3389830508474576,12.0,0.0423728813559322,0.0,0.0,0.0,0.6381404104043275,0.2799583735967372,0.0,3.0,0.025210084033613446,0.0,0.0,36,Free Canon,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
145.0,135.0,10.0,64.0,0.0,19.0,6.1018335862144415,1.7655172413793103,2.109375,0.0,1.0,0.06896551724137931,10.0,13.5,0.2109375,1.9,2.201492537313433,12.0,0.05223880597014925,0.0,0.0,0.0,0.8945335374946737,0.3234597579469518,0.0,3.0,0.0,0.0,0.0,37,In Lydian Mode,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
59.0,59.0,0.0,16.0,0.0,20.0,6.997434585511459,1.6271186440677967,3.6875,0.0,1.0,0.0,10.0,5.9,0.36875,2.0,1.4827586206896552,8.0,0.017241379310344827,0.0,0.0,0.0,1.0560287792166247,0.4019722449921346,0.0,4.0,0.3220338983050847,2.0,0.0,38,Staccato and Legato (1),"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
118.0,113.0,5.0,22.0,0.0,19.0,6.438258367314226,1.4915254237288136,5.136363636363637,0.0,1.0,0.0423728813559322,10.0,11.3,0.5136363636363637,1.9,1.0714285714285714,8.0,0.008928571428571428,0.0,0.0,0.0,0.7783703392003413,0.3124071429443547,0.0,3.0,0.10619469026548672,1.0,0.0,39,"Staccato and Legato (2, Canon)","Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
145.0,135.0,10.0,62.0,0.0,22.0,7.184207646370812,1.710344827586207,2.1774193548387095,0.0,1.0,0.06896551724137931,10.0,13.5,0.21774193548387094,2.2,4.104477611940299,14.0,0.417910447761194,0.0,0.0,0.0,0.8380374559920696,0.30919957027697226,0.0,3.0,0.2814814814814815,3.0,0.0,40,In Yugoslav Style,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
134.0,113.0,21.0,28.0,0.0,22.0,7.8263817659704475,1.3880597014925373,4.035714285714286,0.0,1.0,0.15671641791044777,10.0,11.3,0.4035714285714286,2.2,3.017857142857143,16.0,0.07142857142857142,0.0,0.0,0.0,1.1056871150717693,0.46300647943630346,0.0,4.0,0.0,0.0,1.0,41,Melody with Accompaniment,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
190.0,176.0,14.0,78.0,0.0,26.0,7.96258522276227,3.2842105263157895,2.2564102564102564,0.0,1.0,0.07368421052631578,16.0,11.0,0.14102564102564102,1.625,2.92,19.0,0.017142857142857144,0.0,0.0,0.0,2.3936897653039284,0.5587236552920718,0.0,5.0,0.09090909090909091,0.0,0.0,42,Accompaniment in Broken Triads,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
167.0,157.0,10.0,54.0,0.0,22.0,7.187316012317198,1.2934131736526946,2.9074074074074074,0.0,1.0,0.059880239520958084,13.0,12.076923076923077,0.22364672364672364,1.6923076923076923,4.012820512820513,8.0,0.25,0.0,0.0,0.0,0.7684760348338001,0.3350796287656517,0.0,4.0,0.4585987261146497,3.0,0.0,45,M\u00e9ditation,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
133.0,108.0,25.0,56.0,0.0,19.0,6.628025876784099,1.6842105263157894,1.9285714285714286,0.0,1.0,0.18796992481203006,10.0,10.8,0.19285714285714287,1.9,2.8878504672897196,19.0,0.08411214953271028,0.0,0.0,0.0,0.9606421806727482,0.35788630260357285,0.0,4.0,0.0,0.0,0.0,46,Increasing - Diminishing,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
217.0,208.0,9.0,68.0,0.0,19.0,6.461302365192165,1.2534562211981566,3.0588235294117645,0.0,1.0,0.041474654377880185,11.0,18.90909090909091,0.27807486631016043,1.7272727272727273,3.033816425120773,12.0,0.0821256038647343,0.0,0.0,0.0,0.6824323123846366,0.3028380609150637,0.0,4.0,0.004807692307692308,0.0,0.0,47,Big Fair,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
241.0,221.0,20.0,66.0,0.0,27.0,7.917734928753193,1.3692946058091287,3.3484848484848486,0.0,1.0,0.08298755186721991,15.0,14.733333333333333,0.22323232323232325,1.8,2.8181818181818183,19.0,0.05,0.0,0.0,0.0,0.9158194301062379,0.38653674720771164,0.0,5.0,0.0,0.0,0.0,48,In Mixolydian Mode,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
114.0,82.0,32.0,20.0,0.0,26.0,9.569371624600462,1.0526315789473684,4.1,0.0,1.0,0.2807017543859649,13.0,6.3076923076923075,0.3153846153846154,2.0,2.950617283950617,24.0,0.024691358024691357,0.0,0.0,0.0,0.22329687826943606,0.10878565864408425,0.0,2.0,0.10975609756097561,0.0,0.0,49,Crescendo - Diminuendo,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
143.0,134.0,9.0,36.0,0.0,19.0,6.268678926755252,1.5104895104895104,3.7222222222222223,0.0,1.0,0.06293706293706294,12.0,11.166666666666666,0.3101851851851852,1.5833333333333333,2.1503759398496243,12.0,0.022556390977443608,0.0,0.0,0.0,0.8096198958548981,0.3224948331678285,0.0,4.0,0.11940298507462686,0.0,0.0,50,Minuetto,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
265.0,239.0,26.0,66.0,0.0,26.0,9.6441182048231,1.471698113207547,3.621212121212121,0.0,1.0,0.09811320754716982,10.0,23.9,0.3621212121212121,2.6,2.0126050420168067,12.0,0.004201680672268907,0.0,0.0,0.0,0.9635581384757513,0.3898364987726322,0.0,4.0,0.8284518828451883,5.0,0.0,51,Waves,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
73.0,51.0,22.0,16.0,0.0,28.0,8.031368719361833,1.6027397260273972,3.1875,0.0,1.0,0.3013698630136986,15.0,3.4,0.2125,1.8666666666666667,6.36,18.0,0.34,0.0,0.0,0.0,1.0693709074670543,0.4108635591847104,0.0,4.0,0.09803921568627451,0.0,0.0,52,Monody Divided,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 1 easy,beginner
222.0,196.0,26.0,64.0,0.0,24.0,7.228572796989925,2.3063063063063063,3.0625,0.0,1.0,0.11711711711711711,15.0,13.066666666666666,0.20416666666666666,1.6,2.6102564102564103,17.0,0.06153846153846154,0.0,0.0,0.0,2.0013184518751848,0.6053034009758733,0.0,6.0,0.0,0.0,0.0,53,In Transylvanian Style,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
128.0,96.0,32.0,22.0,0.0,23.0,7.1474351338823325,1.03125,4.363636363636363,0.0,1.0,0.25,21.0,4.571428571428571,0.20779220779220778,1.0952380952380953,1.3263157894736841,12.0,0.021052631578947368,0.0,0.0,0.0,0.17399263633843817,0.08565791327430802,0.0,2.0,0.4166666666666667,0.0,0.0,54,Chromatic,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
109.0,93.0,16.0,24.0,0.0,22.0,8.061461787193146,2.5779816513761467,3.875,0.0,1.0,0.14678899082568808,12.0,7.75,0.3229166666666667,1.8333333333333333,3.608695652173913,22.0,0.14130434782608695,0.0,0.0,0.0,1.5755795670610837,0.44035428925553366,0.0,5.0,0.06451612903225806,0.0,0.0,56,Melody in Tenths,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
327.0,290.0,37.0,88.0,0.0,41.0,9.277079781627029,2.452599388379205,3.2954545454545454,0.0,1.0,0.11314984709480122,32.0,9.0625,0.10298295454545454,1.28125,2.906574394463668,24.0,0.04498269896193772,0.0,0.0,0.0,1.2838866004492304,0.3718608665605831,0.0,5.0,0.2620689655172414,2.2222222222222223,0.0,57,Accents,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
149.0,140.0,9.0,38.0,0.0,22.0,6.832455560015874,1.5302013422818792,3.6842105263157894,0.0,1.0,0.06040268456375839,15.0,9.333333333333334,0.24561403508771928,1.4666666666666666,2.741007194244604,14.0,0.050359712230215826,0.0,0.0,0.0,1.2181901361378007,0.48145976202793717,0.0,4.0,0.4142857142857143,0.0,0.0,58,In Oriental Style,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
130.0,122.0,8.0,36.0,0.0,19.0,6.345363567737658,1.6615384615384616,3.388888888888889,0.0,1.0,0.06153846153846154,14.0,8.714285714285714,0.24206349206349206,1.3571428571428572,2.3057851239669422,12.0,0.03305785123966942,0.0,0.0,0.0,1.3731146299498262,0.5159101210794145,0.0,5.0,0.2540983606557377,0.0,0.0,59,Major and Minor,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
249.0,241.0,8.0,66.0,9.0,31.0,9.377328972147811,1.9076305220883534,3.6515151515151514,0.03734439834024896,1.0387931034482758,0.0321285140562249,17.0,14.176470588235293,0.21479500891265596,1.8235294117647058,2.845833333333333,12.0,0.10416666666666667,0.0,0.0,0.0,0.9916832916996603,0.34106234755968984,0.0,4.0,0.2987551867219917,4.0,1.0,60,Canon with Sustained Notes,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
231.0,204.0,27.0,70.0,6.0,38.0,9.049678135492826,1.3073593073593073,2.914285714285714,0.029411764705882353,1.0303030303030303,0.11688311688311688,22.0,9.272727272727273,0.13246753246753246,1.7272727272727273,3.7192118226600983,14.0,0.1477832512315271,0.0,0.0,0.0,0.7242774849650001,0.3138988724707599,0.0,3.0,0.11274509803921569,0.0,0.0,61,Pentatonic Melody,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
282.0,267.0,15.0,80.0,1.0,39.0,9.789048522214808,1.1601423487544484,3.3375,0.003745318352059925,1.0037593984962405,0.05319148936170213,29.0,9.206896551724139,0.11508620689655172,1.3448275862068966,2.1240601503759398,15.0,0.02631578947368421,0.0,0.0,0.0,0.44559366736033895,0.2062797702277681,0.0,3.0,0.43820224719101125,0.0,0.0,62,Minor Sixths in Parallel Motion,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
204.0,172.0,32.0,34.0,0.0,18.0,6.79689457213882,1.411764705882353,5.0588235294117645,0.0,1.0,0.1568627450980392,10.0,17.2,0.5058823529411764,1.8,1.2748538011695907,12.0,0.005847953216374269,0.0,0.0,0.0,1.427001114200965,0.5916833888150342,0.0,4.0,0.27906976744186046,1.0,0.0,63,Buzzing,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
175.0,174.0,1.0,46.0,6.0,16.0,4.436174843865246,1.9542857142857142,3.782608695652174,0.034482758620689655,1.0357142857142858,0.005714285714285714,10.0,17.4,0.3782608695652174,1.6,2.9248554913294798,9.0,0.14450867052023122,0.0,0.0,0.0,1.282039191989043,0.4339591075398115,0.0,4.0,0.13793103448275862,0.0,0.0,64,Line and Point,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 3 easy,beginner
271.0,244.0,27.0,60.0,86.0,33.0,8.084380770528544,1.2435424354243543,4.066666666666666,0.3524590163934426,1.5443037974683544,0.0996309963099631,23.0,10.608695652173912,0.17681159420289855,1.434782608695652,4.679012345679013,28.0,0.25925925925925924,0.0,0.0,0.0,0.6707549287172602,0.2989713580302262,0.0,3.0,0.15163934426229508,2.0,0.0,66,Melody Divided,"Mikrokosmos, Volumes I-II",1,Béla Bártok,Piano 2 easy,beginner
111.0,110.0,1.0,32.0,37.0,26.0,9.025052368154652,1.6756756756756757,3.4375,0.33636363636363636,1.5068493150684932,0.009009009009009009,11.0,10.0,0.3125,2.3636363636363638,2.6605504587155964,12.0,0.009174311926605505,0.0,0.0,0.0,1.1637324400870803,0.4349303058911311,0.0,3.0,0.00909090909090909,0.0,0.0,67,Thirds against a Single Voice,"Mikrokosmos, Volumes III-IV",2,Béla Bártok,Piano 2 easy,beginner
